lang,binL,binA,binB,sample_idx,rgb_R,rgb_G,rgb_B,gpt_raw
chinese,8,-6,7,1,116,230,52,草绿
chinese,8,-6,7,2,116,230,52,草绿
chinese,8,1,8,0,252,199,34,黄色
chinese,8,1,8,1,252,199,34,黄色
chinese,8,1,8,2,252,199,34,黄色
chinese,3,-1,-2,0,30,88,107,靛蓝色
chinese,3,-1,-2,1,30,88,107,深青色
chinese,3,-1,-2,2,30,88,107,靛蓝色
chinese,6,-3,6,0,113,161,21,绿色
chinese,6,-3,6,1,113,161,21,草绿色
chinese,6,-3,6,2,113,161,21,绿色
chinese,3,5,-9,0,37,53,226,蓝色
chinese,3,5,-9,1,37,53,226,蓝色
chinese,3,5,-9,2,37,53,226,蓝色
chinese,8,-5,1,0,27,215,159,青色
chinese,8,-5,1,1,27,215,159,青色
chinese,8,-5,1,2,27,215,159,青色
chinese,5,6,6,0,199,55,11,橙色
chinese,5,6,6,1,199,55,11,橙色
chinese,5,6,6,2,199,55,11,橙色
chinese,4,4,-9,0,52,64,236,蓝色
chinese,4,4,-9,1,52,64,236,蓝色
chinese,4,4,-9,2,52,64,236,蓝色
chinese,5,8,-6,0,206,43,240,紫色
chinese,5,8,-6,1,206,43,240,紫色
chinese,5,8,-6,2,206,43,240,紫色
chinese,4,4,-4,0,130,70,162,紫色
chinese,4,4,-4,1,130,70,162,紫色
chinese,4,4,-4,2,130,70,162,紫色
chinese,5,7,1,0,239,48,123,粉红色
chinese,5,7,1,1,239,48,123,粉红色
chinese,5,7,1,2,239,48,123,粉色
chinese,5,6,2,0,214,48,81,红色
chinese,5,6,2,1,214,48,81,红色
chinese,5,6,2,2,214,48,81,红色
chinese,5,7,3,0,225,24,71,红色
chinese,5,7,3,1,225,24,71,红色
chinese,5,7,3,2,225,24,71,红色
chinese,7,2,-3,0,191,169,244,紫色
chinese,7,2,-3,1,191,169,244,紫色
chinese,7,2,-3,2,191,169,244,紫色
chinese,3,-2,0,0,28,83,81,青色
chinese,3,-2,0,1,28,83,81,墨绿色
chinese,3,-2,0,2,28,83,81,青色
chinese,5,0,5,0,125,111,21,棕色
chinese,5,0,5,1,125,111,21,土黄色
chinese,5,0,5,2,125,111,21,褐色
chinese,5,2,-7,0,58,100,235,蓝色
chinese,5,2,-7,1,58,100,235,蓝色
chinese,5,2,-7,2,58,100,235,蓝色
chinese,5,8,-4,0,224,45,202,紫色
chinese,5,8,-4,1,224,45,202,紫色
chinese,5,8,-4,2,224,45,202,粉色
chinese,5,8,-7,0,195,46,251,紫色
chinese,5,8,-7,1,195,46,251,紫色
chinese,5,8,-7,2,195,46,251,紫色
chinese,7,-3,-3,0,20,190,228,天蓝色
chinese,7,-3,-3,1,20,190,228,天蓝色
chinese,7,-3,-3,2,20,190,228,天蓝色
chinese,8,-6,4,0,43,238,136,绿色
chinese,8,-6,4,1,43,238,136,绿松石色
chinese,8,-6,4,2,43,238,136,绿色
chinese,6,0,-6,0,40,135,240,蓝色
chinese,6,0,-6,1,40,135,240,蓝色
chinese,6,0,-6,2,40,135,240,蓝色
chinese,5,7,4,0,229,15,64,红色
chinese,5,7,4,1,229,15,64,红色
chinese,5,7,4,2,229,15,64,红色
chinese,8,-6,5,0,82,234,103,绿色
chinese,8,-6,5,1,82,234,103,绿色
chinese,8,-6,5,2,82,234,103,绿色
chinese,5,1,-7,0,12,122,254,蓝色
chinese,5,1,-7,1,12,122,254,蓝色
chinese,5,1,-7,2,12,122,254,蓝色
chinese,4,1,-5,0,68,103,186,蓝色
chinese,4,1,-5,1,68,103,186,蓝色
chinese,4,1,-5,2,68,103,186,蓝色
chinese,9,-5,0,0,30,239,216,青色
chinese,9,-5,0,1,30,239,216,青色
chinese,9,-5,0,2,30,239,216,青色
chinese,3,2,-6,0,35,68,172,蓝色
chinese,3,2,-6,1,35,68,172,蓝色
chinese,3,2,-6,2,35,68,172,蓝色
chinese,9,-3,8,0,203,253,52,荧光绿
chinese,9,-3,8,1,203,253,52,黄绿色
chinese,9,-3,8,2,203,253,52,荧光绿
chinese,3,5,-5,0,127,27,150,紫色
chinese,3,5,-5,1,127,27,150,紫色
chinese,3,5,-5,2,127,27,150,紫色
chinese,8,-5,6,0,117,213,73,草绿
chinese,8,-5,6,1,117,213,73,绿色
chinese,8,-5,6,2,117,213,73,绿色
chinese,7,-5,1,0,5,185,149,青色
chinese,7,-5,1,1,5,185,149,青色
chinese,7,-5,1,2,5,185,149,青色
chinese,4,-1,-3,0,37,104,141,蓝色
chinese,4,-1,-3,1,37,104,141,蓝色
chinese,4,-1,-3,2,37,104,141,蓝色
chinese,7,3,7,0,222,140,27,橙色
chinese,7,3,7,1,222,140,27,橙色
chinese,7,3,7,2,222,140,27,橙色
chinese,5,2,-6,0,104,109,217,蓝色
chinese,5,2,-6,1,104,109,217,紫色
chinese,5,2,-6,2,104,109,217,蓝色
chinese,7,0,6,0,186,168,38,黄色
chinese,7,0,6,1,186,168,38,黄色
chinese,7,0,6,2,186,168,38,黄色
chinese,4,0,-4,0,39,99,163,蓝色
chinese,4,0,-4,1,39,99,163,蓝色
chinese,4,0,-4,2,39,99,163,蓝色
chinese,8,-6,3,0,64,211,117,绿色
chinese,8,-6,3,1,64,211,117,绿色
chinese,8,-6,3,2,64,211,117,绿色
chinese,7,-6,6,0,73,203,38,绿色
chinese,7,-6,6,1,73,203,38,绿色
chinese,7,-6,6,2,73,203,38,绿色
chinese,6,-5,4,0,61,178,72,绿色
chinese,6,-5,4,1,61,178,72,绿色
chinese,6,-5,4,2,61,178,72,绿色
chinese,5,-5,5,0,4,139,24,绿色
chinese,5,-5,5,1,4,139,24,绿色
chinese,5,-5,5,2,4,139,24,绿色
chinese,6,5,-2,0,213,115,180,粉色
chinese,6,5,-2,1,213,115,180,粉色
chinese,6,5,-2,2,213,115,180,粉色
chinese,8,3,-2,0,236,166,221,粉色
chinese,8,3,-2,1,236,166,221,粉色
chinese,8,3,-2,2,236,166,221,粉色
chinese,8,2,1,0,220,175,173,粉红色
chinese,8,2,1,1,220,175,173,粉色
chinese,8,2,1,2,220,175,173,粉色
chinese,4,7,-8,0,135,20,227,紫色
chinese,4,7,-8,1,135,20,227,紫色
chinese,4,7,-8,2,135,20,227,紫色
chinese,9,-2,0,0,187,238,218,薄荷绿
chinese,9,-2,0,1,187,238,218,薄荷绿
chinese,9,-2,0,2,187,238,218,薄荷绿
chinese,1,0,-1,0,12,24,43,深蓝色
chinese,1,0,-1,1,12,24,43,藏青色
chinese,1,0,-1,2,12,24,43,藏青色
chinese,5,6,-6,0,182,67,221,紫色
chinese,5,6,-6,1,182,67,221,紫色
chinese,5,6,-6,2,182,67,221,紫色
chinese,8,-3,-2,0,75,213,228,青色
chinese,8,-3,-2,1,75,213,228,青色
chinese,8,-3,-2,2,75,213,228,青色
chinese,9,-6,3,0,99,250,154,薄荷绿
chinese,9,-6,3,1,99,250,154,绿色
chinese,9,-6,3,2,99,250,154,翠绿
chinese,6,-4,5,0,106,171,44,绿色
chinese,6,-4,5,1,106,171,44,绿色
chinese,6,-4,5,2,106,171,44,绿色
chinese,9,-1,8,0,248,246,48,黄色
chinese,9,-1,8,1,248,246,48,黄色
chinese,9,-1,8,2,248,246,48,黄色
chinese,7,-4,1,0,80,180,134,薄荷绿
chinese,7,-4,1,1,80,180,134,绿色
chinese,7,-4,1,2,80,180,134,青色
chinese,8,-7,5,0,43,232,91,绿色
chinese,8,-7,5,1,43,232,91,绿色
chinese,8,-7,5,2,43,232,91,绿色
chinese,9,-7,8,0,60,251,10,绿色
chinese,9,-7,8,1,60,251,10,绿色
chinese,9,-7,8,2,60,251,10,绿
chinese,4,6,4,0,191,25,38,红色
chinese,4,6,4,1,191,25,38,红色
chinese,4,6,4,2,191,25,38,红色
chinese,5,-4,3,0,66,141,70,绿色
chinese,5,-4,3,1,66,141,70,绿
chinese,5,-4,3,2,66,141,70,绿色
chinese,6,-5,5,0,36,168,48,绿色
chinese,6,-5,5,1,36,168,48,绿色
chinese,6,-5,5,2,36,168,48,绿色
chinese,4,-3,1,0,38,96,68,墨绿
chinese,4,-3,1,1,38,96,68,深绿
chinese,4,-3,1,2,38,96,68,绿色
chinese,3,1,-5,0,12,71,159,蓝色
chinese,3,1,-5,1,12,71,159,蓝色
chinese,3,1,-5,2,12,71,159,蓝色
chinese,5,8,-2,0,236,18,167,粉色
chinese,5,8,-2,1,236,18,167,粉色
chinese,5,8,-2,2,236,18,167,粉红色
chinese,9,-5,-1,0,47,240,229,青色
chinese,9,-5,-1,1,47,240,229,青色
chinese,9,-5,-1,2,47,240,229,青色
chinese,5,1,-6,0,22,106,217,蓝色
chinese,5,1,-6,1,22,106,217,蓝色
chinese,5,1,-6,2,22,106,217,蓝色
chinese,7,-5,2,0,53,194,141,青色
chinese,7,-5,2,1,53,194,141,青色
chinese,7,-5,2,2,53,194,141,青色
chinese,9,-5,1,0,66,248,205,青色
chinese,9,-5,1,1,66,248,205,青色
chinese,9,-5,1,2,66,248,205,薄荷绿
chinese,6,-4,3,0,59,158,87,绿色
chinese,6,-4,3,1,59,158,87,绿色
chinese,6,-4,3,2,59,158,87,绿色
chinese,8,0,7,0,232,210,62,黄色
chinese,8,0,7,1,232,210,62,黄色
chinese,8,0,7,2,232,210,62,黄色
chinese,2,4,-7,0,2,16,138,蓝色
chinese,2,4,-7,1,2,16,138,蓝色
chinese,2,4,-7,2,2,16,138,蓝色
chinese,5,7,-1,0,234,45,150,粉红色
chinese,5,7,-1,1,234,45,150,粉色
chinese,5,7,-1,2,234,45,150,粉色
chinese,6,-2,-3,0,40,161,197,蓝色
chinese,6,-2,-3,1,40,161,197,天蓝色
chinese,6,-2,-3,2,40,161,197,蓝色
chinese,4,6,-4,0,167,40,174,紫色
chinese,4,6,-4,1,167,40,174,紫色
chinese,4,6,-4,2,167,40,174,紫色
chinese,6,-4,2,0,18,154,100,绿色
chinese,6,-4,2,1,18,154,100,绿色
chinese,6,-4,2,2,18,154,100,绿色
chinese,5,-4,5,0,68,135,23,绿色
chinese,5,-4,5,1,68,135,23,绿色
chinese,5,-4,5,2,68,135,23,绿色
chinese,7,1,6,0,196,152,25,土黄
chinese,7,1,6,1,196,152,25,土黄
chinese,7,1,6,2,196,152,25,金色
chinese,7,4,0,0,234,136,163,粉红色
chinese,7,4,0,1,234,136,163,粉色
chinese,7,4,0,2,234,136,163,粉红色
chinese,5,3,5,0,182,101,22,棕色
chinese,5,3,5,1,182,101,22,棕色
chinese,5,3,5,2,182,101,22,棕色
chinese,3,5,2,0,136,7,44,酒红色
chinese,3,5,2,1,136,7,44,酒红色
chinese,3,5,2,2,136,7,44,酒红色
chinese,6,8,-2,0,247,3,171,粉色
chinese,6,8,-2,1,247,3,171,粉色
chinese,6,8,-2,2,247,3,171,洋红色
chinese,5,-4,2,0,46,140,81,绿色
chinese,5,-4,2,1,46,140,81,绿色
chinese,5,-4,2,2,46,140,81,绿色
chinese,6,-2,-4,0,16,159,219,蓝色
chinese,6,-2,-4,1,16,159,219,天蓝色
chinese,6,-2,-4,2,16,159,219,蓝色
chinese,8,-1,6,0,188,193,64,柠檬黄
chinese,8,-1,6,1,188,193,64,柠檬黄
chinese,8,-1,6,2,188,193,64,黄绿色
chinese,7,-6,5,0,52,203,64,绿色
chinese,7,-6,5,1,52,203,64,绿色
chinese,7,-6,5,2,52,203,64,绿色
chinese,7,-2,0,0,110,174,155,青色
chinese,7,-2,0,1,110,174,155,薄荷绿
chinese,7,-2,0,2,110,174,155,青色
chinese,4,6,-9,0,113,51,245,紫色
chinese,4,6,-9,1,113,51,245,紫色
chinese,4,6,-9,2,113,51,245,紫色
chinese,9,-1,9,0,251,242,14,黄色
chinese,9,-1,9,1,251,242,14,黄色
chinese,9,-1,9,2,251,242,14,黄色
chinese,3,5,-8,0,88,49,208,紫色
chinese,3,5,-8,1,88,49,208,紫色
chinese,3,5,-8,2,88,49,208,紫色
chinese,9,-4,8,0,180,238,45,黄绿色
chinese,9,-4,8,1,180,238,45,荧光绿
chinese,9,-4,8,2,180,238,45,荧光绿
chinese,5,-1,5,0,133,130,20,橄榄绿
chinese,5,-1,5,1,133,130,20,橄榄绿
chinese,5,-1,5,2,133,130,20,橄榄色
chinese,6,-1,-2,0,97,161,194,蓝色
chinese,6,-1,-2,1,97,161,194,蓝色
chinese,6,-1,-2,2,97,161,194,天蓝色
chinese,7,-2,-3,0,83,178,215,天蓝色
chinese,7,-2,-3,1,83,178,215,天蓝色
chinese,7,-2,-3,2,83,178,215,天蓝色
chinese,4,6,-2,0,181,36,133,紫色
chinese,4,6,-2,1,181,36,133,紫色
chinese,4,6,-2,2,181,36,133,紫色
chinese,5,-2,-3,0,17,130,174,蓝色
chinese,5,-2,-3,1,17,130,174,蓝色
chinese,5,-2,-3,2,17,130,174,蓝色
chinese,2,2,-5,0,35,27,107,蓝色
chinese,2,2,-5,1,35,27,107,深蓝色
chinese,2,2,-5,2,35,27,107,蓝色
chinese,7,-4,-1,0,21,196,200,青色
chinese,7,-4,-1,1,21,196,200,青色
chinese,7,-4,-1,2,21,196,200,青色
chinese,6,3,-5,0,148,119,230,紫色
chinese,6,3,-5,1,148,119,230,紫色
chinese,6,3,-5,2,148,119,230,紫色
chinese,6,0,1,0,143,140,128,灰色
chinese,6,0,1,1,143,140,128,灰色
chinese,6,0,1,2,143,140,128,灰色
chinese,5,7,-6,0,198,68,243,紫色
chinese,5,7,-6,1,198,68,243,紫色
chinese,5,7,-6,2,198,68,243,紫色
chinese,1,3,-5,0,29,20,103,深蓝色
chinese,1,3,-5,1,29,20,103,蓝色
chinese,1,3,-5,2,29,20,103,藏青色
chinese,3,5,-7,0,110,32,188,紫色
chinese,3,5,-7,1,110,32,188,紫色
chinese,3,5,-7,2,110,32,188,紫色
chinese,8,-1,3,0,209,215,153,浅绿色
chinese,8,-1,3,1,209,215,153,淡黄色
chinese,8,-1,3,2,209,215,153,浅绿色
chinese,5,-3,1,0,68,127,101,绿色
chinese,5,-3,1,1,68,127,101,绿色
chinese,5,-3,1,2,68,127,101,绿色
chinese,5,-5,4,0,2,132,46,绿色
chinese,5,-5,4,1,2,132,46,绿色
chinese,5,-5,4,2,2,132,46,绿色
chinese,5,7,-4,0,204,68,199,紫色
chinese,5,7,-4,1,204,68,199,紫色
chinese,5,7,-4,2,204,68,199,紫色
chinese,4,5,-9,0,37,64,248,蓝色
chinese,4,5,-9,1,37,64,248,蓝色
chinese,4,5,-9,2,37,64,248,蓝色
chinese,7,-3,6,0,133,186,31,草绿色
chinese,7,-3,6,1,133,186,31,绿色
chinese,7,-3,6,2,133,186,31,草绿
chinese,9,-3,7,0,187,226,77,黄绿色
chinese,9,-3,7,1,187,226,77,浅绿色
chinese,9,-3,7,2,187,226,77,黄绿色
chinese,6,0,-3,0,111,152,202,蓝色
chinese,6,0,-3,1,111,152,202,蓝色
chinese,6,0,-3,2,111,152,202,蓝色
chinese,3,5,0,0,152,20,89,紫红色
chinese,3,5,0,1,152,20,89,紫色
chinese,3,5,0,2,152,20,89,紫红色
chinese,9,-2,3,0,211,238,163,浅绿色
chinese,9,-2,3,1,211,238,163,浅绿色
chinese,9,-2,3,2,211,238,163,嫩绿
chinese,7,2,7,0,244,167,36,橙色
chinese,7,2,7,1,244,167,36,橙色
chinese,7,2,7,2,244,167,36,橙色
chinese,7,3,2,0,223,138,119,桃色
chinese,7,3,2,1,223,138,119,橙色
chinese,7,3,2,2,223,138,119,橙色
chinese,4,-2,-1,0,41,94,101,青色
chinese,4,-2,-1,1,41,94,101,青色
chinese,4,-2,-1,2,41,94,101,青色
chinese,5,7,-2,0,209,20,152,紫色
chinese,5,7,-2,1,209,20,152,紫色
chinese,5,7,-2,2,209,20,152,紫红色
chinese,1,2,-3,0,30,12,62,紫色
chinese,1,2,-3,1,30,12,62,紫色
chinese,1,2,-3,2,30,12,62,紫色
chinese,9,-6,8,0,129,248,16,荧光绿
chinese,9,-6,8,1,129,248,16,草绿色
chinese,9,-6,8,2,129,248,16,绿色
chinese,4,0,-5,0,42,96,173,蓝色
chinese,4,0,-5,1,42,96,173,蓝色
chinese,4,0,-5,2,42,96,173,蓝色
chinese,2,4,-6,0,59,34,147,紫色
chinese,2,4,-6,1,59,34,147,紫色
chinese,2,4,-6,2,59,34,147,紫色
chinese,4,-3,2,0,66,118,66,绿色
chinese,4,-3,2,1,66,118,66,绿色
chinese,4,-3,2,2,66,118,66,绿色
chinese,6,6,5,0,254,100,60,橙色
chinese,6,6,5,1,254,100,60,橙色
chinese,6,6,5,2,254,100,60,橙色
chinese,3,1,-2,0,62,64,96,藏青色
chinese,3,1,-2,1,62,64,96,藏青色
chinese,3,1,-2,2,62,64,96,藏青色
chinese,6,-3,0,0,61,150,137,青色
chinese,6,-3,0,1,61,150,137,青色
chinese,6,-3,0,2,61,150,137,青色
chinese,7,-2,1,0,127,181,145,薄荷绿
chinese,7,-2,1,1,127,181,145,薄荷绿
chinese,7,-2,1,2,127,181,145,薄荷绿
chinese,4,2,-2,0,133,90,135,紫色
chinese,4,2,-2,1,133,90,135,紫色
chinese,4,2,-2,2,133,90,135,紫色
chinese,5,0,-6,0,18,119,225,蓝色
chinese,5,0,-6,1,18,119,225,蓝色
chinese,5,0,-6,2,18,119,225,蓝色
chinese,4,6,5,0,191,30,14,红色
chinese,4,6,5,1,191,30,14,红色
chinese,4,6,5,2,191,30,14,红色
chinese,3,1,-4,0,36,77,146,蓝色
chinese,3,1,-4,1,36,77,146,蓝色
chinese,3,1,-4,2,36,77,146,蓝色
chinese,4,-4,4,0,16,117,14,绿色
chinese,4,-4,4,1,16,117,14,绿色
chinese,4,-4,4,2,16,117,14,绿色
chinese,9,-1,2,0,223,246,199,浅绿色
chinese,9,-1,2,1,223,246,199,浅绿色
chinese,9,-1,2,2,223,246,199,浅绿色
chinese,2,3,-5,0,65,41,140,紫色
chinese,2,3,-5,1,65,41,140,紫色
chinese,2,3,-5,2,65,41,140,紫色
chinese,4,-2,4,0,78,105,15,橄榄绿
chinese,4,-2,4,1,78,105,15,橄榄绿
chinese,4,-2,4,2,78,105,15,橄榄绿
chinese,6,3,-3,0,168,121,199,紫色
chinese,6,3,-3,1,168,121,199,紫色
chinese,6,3,-3,2,168,121,199,紫色
