lang,binL,binA,binB,sample_idx,rgb_R,rgb_G,rgb_B,gpt_raw
spanish,6,-3,-1,2,37,147,154,Turquesa
spanish,5,8,-5,0,220,48,227,Fucsia
spanish,5,8,-5,1,220,48,227,Fucsia.
spanish,5,8,-5,2,220,48,227,Fucsia.
spanish,8,-5,0,0,20,236,208,Turquesa
spanish,8,-5,0,1,20,236,208,Turquesa.
spanish,8,-5,0,2,20,236,208,Turquesa.
spanish,8,-6,6,0,92,220,54,Verde.
spanish,8,-6,6,1,92,220,54,Verde.
spanish,8,-6,6,2,92,220,54,Verde lima.
spanish,6,0,-6,0,40,135,240,Azul.
spanish,6,0,-6,1,40,135,240,Azul.
spanish,6,0,-6,2,40,135,240,Azul.
spanish,7,4,0,0,234,136,163,Rosa.
spanish,7,4,0,1,234,136,163,Rosa.
spanish,7,4,0,2,234,136,163,Rosa.
spanish,5,6,-6,0,182,67,221,Violeta
spanish,5,6,-6,1,182,67,221,Morado.
spanish,5,6,-6,2,182,67,221,Violeta
spanish,2,5,-8,0,34,6,178,Azul.
spanish,2,5,-8,1,34,6,178,Azul.
spanish,2,5,-8,2,34,6,178,Azul.
spanish,6,-4,2,0,18,154,100,Verde.
spanish,6,-4,2,1,18,154,100,Verde.
spanish,6,-4,2,2,18,154,100,Verde.
spanish,7,-4,0,0,66,182,157,Turquesa.
spanish,7,-4,0,1,66,182,157,Verde turquesa.
spanish,7,-4,0,2,66,182,157,Turquesa.
spanish,7,-6,7,0,69,202,24,Verde.
spanish,7,-6,7,1,69,202,24,Verde.
spanish,7,-6,7,2,69,202,24,Verde lima.
spanish,5,-3,-1,0,3,129,124,Verde azulado.
spanish,5,-3,-1,1,3,129,124,Verde azulado.
spanish,5,-3,-1,2,3,129,124,Verde azulado.
spanish,4,6,1,0,171,7,73,Granate.
spanish,4,6,1,1,171,7,73,Granate.
spanish,4,6,1,2,171,7,73,Carmesí
spanish,9,-2,4,0,221,245,150,Verde claro.
spanish,9,-2,4,1,221,245,150,Verde lima.
spanish,9,-2,4,2,221,245,150,Verde claro.
spanish,5,1,-6,0,22,106,217,Azul.
spanish,5,1,-6,1,22,106,217,Azul.
spanish,5,1,-6,2,22,106,217,Azul.
spanish,5,8,-7,0,195,46,251,Morado.
spanish,5,8,-7,1,195,46,251,Violeta
spanish,5,8,-7,2,195,46,251,Violeta
spanish,7,0,7,0,198,181,19,Amarillo.
spanish,7,0,7,1,198,181,19,Amarillo
spanish,7,0,7,2,198,181,19,Amarillo.
spanish,9,-7,7,0,26,246,71,Verde.
spanish,9,-7,7,1,26,246,71,Verde.
spanish,9,-7,7,2,26,246,71,Verde.
spanish,4,-1,4,0,89,90,9,Oliva
spanish,4,-1,4,1,89,90,9,Oliva
spanish,4,-1,4,2,89,90,9,Oliva
spanish,5,7,6,0,239,52,11,Rojo.
spanish,5,7,6,1,239,52,11,Rojo.
spanish,5,7,6,2,239,52,11,Rojo.
spanish,7,-6,6,0,73,203,38,Verde.
spanish,7,-6,6,1,73,203,38,Verde.
spanish,7,-6,6,2,73,203,38,Verde.
spanish,5,7,-1,0,234,45,150,Fucsia
spanish,5,7,-1,1,234,45,150,Fucsia.
spanish,5,7,-1,2,234,45,150,Fucsia.
spanish,4,1,-2,0,85,85,118,Azul.
spanish,4,1,-2,1,85,85,118,Azul.
spanish,4,1,-2,2,85,85,118,Azul marino
spanish,9,-6,8,0,129,248,16,Verde lima.
spanish,9,-6,8,1,129,248,16,Verde lima.
spanish,9,-6,8,2,129,248,16,Verde lima.
spanish,3,0,-3,0,51,70,116,Azul.
spanish,3,0,-3,1,51,70,116,Azul marino.
spanish,3,0,-3,2,51,70,116,Azul.
spanish,5,7,0,0,234,50,137,Fucsia
spanish,5,7,0,1,234,50,137,Fucsia.
spanish,5,7,0,2,234,50,137,Fucsia
spanish,6,-5,4,0,61,178,72,Verde.
spanish,6,-5,4,1,61,178,72,Verde.
spanish,6,-5,4,2,61,178,72,Verde.
spanish,9,-6,7,0,128,248,72,Verde lima.
spanish,9,-6,7,1,128,248,72,Verde lima.
spanish,9,-6,7,2,128,248,72,Verde lima.
spanish,4,-2,-2,0,25,110,132,Turquesa
spanish,4,-2,-2,1,25,110,132,Turquesa
spanish,4,-2,-2,2,25,110,132,Turquesa.
spanish,4,0,3,0,117,106,47,Ocre.
spanish,4,0,3,1,117,106,47,Oliva.
spanish,4,0,3,2,117,106,47,Oliva
spanish,9,-1,2,0,223,246,199,Verde claro.
spanish,9,-1,2,1,223,246,199,Verde claro.
spanish,9,-1,2,2,223,246,199,Verde claro.
spanish,5,-1,5,0,133,130,20,Oliva
spanish,5,-1,5,1,133,130,20,Oliva
spanish,5,-1,5,2,133,130,20,Oliva
spanish,5,-1,-4,0,23,130,189,Azul.
spanish,5,-1,-4,1,23,130,189,Azul
spanish,5,-1,-4,2,23,130,189,Azul.
spanish,5,0,-4,0,67,111,185,Azul.
spanish,5,0,-4,1,67,111,185,Azul.
spanish,5,0,-4,2,67,111,185,Azul.
spanish,4,5,-2,0,156,66,141,Violeta.
spanish,4,5,-2,1,156,66,141,Morado.
spanish,4,5,-2,2,156,66,141,Morado.
spanish,3,3,2,0,120,51,41,Marrón.
spanish,3,3,2,1,120,51,41,Marrón.
spanish,3,3,2,2,120,51,41,Marrón.
spanish,7,4,2,0,241,141,137,Rosa.
spanish,7,4,2,1,241,141,137,Coral
spanish,7,4,2,2,241,141,137,Salmón.
spanish,6,7,-2,0,229,70,180,Rosa.
spanish,6,7,-2,1,229,70,180,Rosa.
spanish,6,7,-2,2,229,70,180,Rosa.
spanish,9,-6,1,0,2,254,211,Turquesa.
spanish,9,-6,1,1,2,254,211,Turquesa
spanish,9,-6,1,2,2,254,211,Verde agua
spanish,9,0,8,0,244,209,50,Amarillo.
spanish,9,0,8,1,244,209,50,Amarillo.
spanish,9,0,8,2,244,209,50,Amarillo.
spanish,4,-3,1,0,38,96,68,Verde oscuro.
spanish,4,-3,1,1,38,96,68,Verde oscuro.
spanish,4,-3,1,2,38,96,68,Verde oscuro.
spanish,6,7,-5,0,218,87,242,Violeta
spanish,6,7,-5,1,218,87,242,Morado.
spanish,6,7,-5,2,218,87,242,Rosa.
spanish,2,0,-3,0,13,42,78,Azul marino.
spanish,2,0,-3,1,13,42,78,Azul marino.
spanish,2,0,-3,2,13,42,78,Azul marino.
spanish,3,5,-5,0,127,27,150,Morado.
spanish,3,5,-5,1,127,27,150,Morado.
spanish,3,5,-5,2,127,27,150,Morado
spanish,4,7,-9,0,124,2,243,Violeta
spanish,4,7,-9,1,124,2,243,Violeta
spanish,4,7,-9,2,124,2,243,Morado.
spanish,9,-4,8,0,180,238,45,Lima.
spanish,9,-4,8,1,180,238,45,Lima.
spanish,9,-4,8,2,180,238,45,Lima.
spanish,9,-1,5,0,222,220,117,Amarillo.
spanish,9,-1,5,1,222,220,117,Amarillo claro.
spanish,9,-1,5,2,222,220,117,Amarillo.
spanish,6,-4,1,0,54,157,123,Verde.
spanish,6,-4,1,1,54,157,123,Verde esmeralda.
spanish,6,-4,1,2,54,157,123,Verde.
spanish,9,-3,7,0,187,226,77,Lima.
spanish,9,-3,7,1,187,226,77,Lima.
spanish,9,-3,7,2,187,226,77,Lima.
spanish,6,1,-6,0,88,140,240,Azul.
spanish,6,1,-6,1,88,140,240,Azul.
spanish,6,1,-6,2,88,140,240,Azul.
spanish,6,3,-4,0,172,129,224,Lavanda.
spanish,6,3,-4,1,172,129,224,Lavanda.
spanish,6,3,-4,2,172,129,224,Lavanda
spanish,8,-5,2,0,74,210,157,Verde menta
spanish,8,-5,2,1,74,210,157,Verde menta
spanish,8,-5,2,2,74,210,157,Verde menta.
spanish,9,-2,-1,0,179,243,253,Cian
spanish,9,-2,-1,1,179,243,253,Celeste
spanish,9,-2,-1,2,179,243,253,Cian
spanish,5,7,-4,0,204,68,199,Fucsia
spanish,5,7,-4,1,204,68,199,Fucsia.
spanish,5,7,-4,2,204,68,199,Fucsia
spanish,2,-1,-1,0,23,64,81,Azul oscuro.
spanish,2,-1,-1,1,23,64,81,Azul oscuro.
spanish,2,-1,-1,2,23,64,81,Azul oscuro.
spanish,8,-1,1,0,185,208,174,Verde claro.
spanish,8,-1,1,1,185,208,174,Verde claro.
spanish,8,-1,1,2,185,208,174,Verde claro
spanish,5,6,6,0,199,55,11,Rojo ladrillo.
spanish,5,6,6,1,199,55,11,Rojo.
spanish,5,6,6,2,199,55,11,Rojo.
spanish,8,-5,4,0,76,212,117,Verde.
spanish,8,-5,4,1,76,212,117,Verde.
spanish,8,-5,4,2,76,212,117,Verde.
spanish,4,6,4,0,191,25,38,Rojo.
spanish,4,6,4,1,191,25,38,Rojo.
spanish,4,6,4,2,191,25,38,Rojo.
spanish,9,-4,6,0,169,237,98,Verde lima
spanish,9,-4,6,1,169,237,98,Verde lima
spanish,9,-4,6,2,169,237,98,Verde lima.
spanish,4,5,5,0,175,50,6,Castaño.
spanish,4,5,5,1,175,50,6,Cobrizo.
spanish,4,5,5,2,175,50,6,Cobrizo.
spanish,5,8,-6,0,206,43,240,Morado.
spanish,5,8,-6,1,206,43,240,Morado.
spanish,5,8,-6,2,206,43,240,Morado.
spanish,4,4,-8,0,96,83,234,Violeta.
spanish,4,4,-8,1,96,83,234,Violeta
spanish,4,4,-8,2,96,83,234,Violeta.
spanish,2,4,0,0,82,5,41,Granate
spanish,2,4,0,1,82,5,41,Granate.
spanish,2,4,0,2,82,5,41,Granate.
spanish,7,3,7,0,222,140,27,Naranja.
spanish,7,3,7,1,222,140,27,Naranja.
spanish,7,3,7,2,222,140,27,Naranja.
spanish,3,3,-1,0,95,40,70,Borgoña
spanish,3,3,-1,1,95,40,70,Granate
spanish,3,3,-1,2,95,40,70,Borgoña
spanish,5,2,-7,0,58,100,235,Azul.
spanish,5,2,-7,1,58,100,235,Azul.
spanish,5,2,-7,2,58,100,235,Azul.
spanish,6,-2,-3,0,40,161,197,Cian.
spanish,6,-2,-3,1,40,161,197,Cian
spanish,6,-2,-3,2,40,161,197,Turquesa
spanish,9,-1,8,0,248,246,48,Amarillo.
spanish,9,-1,8,1,248,246,48,Amarillo.
spanish,9,-1,8,2,248,246,48,Amarillo.
spanish,7,3,4,0,242,158,97,Durazno.
spanish,7,3,4,1,242,158,97,Durazno.
spanish,7,3,4,2,242,158,97,Durazno.
spanish,3,-1,-2,0,30,88,107,Azul petróleo.
spanish,3,-1,-2,1,30,88,107,Azul petróleo.
spanish,3,-1,-2,2,30,88,107,Azul petróleo.
spanish,1,1,-3,0,7,20,64,Azul marino.
spanish,1,1,-3,1,7,20,64,Azul marino.
spanish,1,1,-3,2,7,20,64,Azul marino.
spanish,6,-2,6,0,137,155,28,Verde oliva
spanish,6,-2,6,1,137,155,28,Verde oliva.
spanish,6,-2,6,2,137,155,28,Verde oliva.
spanish,6,-3,-2,0,16,160,170,Turquesa
spanish,6,-3,-2,1,16,160,170,Turquesa
spanish,6,-3,-2,2,16,160,170,Turquesa.
spanish,9,-2,8,0,208,223,20,Amarillo.
spanish,9,-2,8,1,208,223,20,Amarillo limón.
spanish,9,-2,8,2,208,223,20,Amarillo limón.
spanish,7,1,1,0,206,164,148,Durazno.
spanish,7,1,1,1,206,164,148,Durazno.
spanish,7,1,1,2,206,164,148,Durazno.
