lang,binL,binA,binB,sample_idx,rgb_R,rgb_G,rgb_B,gpt_raw
portuguese,10,-2,9,0,236,254,37,Amarelo-limão.
portuguese,10,-2,9,1,236,254,37,Amarelo.
portuguese,10,-2,9,2,236,254,37,Amarelo-limão.
portuguese,7,-1,7,0,177,171,16,Mostarda.
portuguese,7,-1,7,1,177,171,16,Oliva
portuguese,7,-1,7,2,177,171,16,Mostarda
portuguese,6,4,-4,0,172,112,214,Lilás.
portuguese,6,4,-4,1,172,112,214,Lilás
portuguese,6,4,-4,2,172,112,214,Lilás.
portuguese,3,3,-3,0,87,50,110,Roxo
portuguese,3,3,-3,1,87,50,110,Roxo
portuguese,3,3,-3,2,87,50,110,Roxo
portuguese,5,-4,4,0,55,137,35,Verde.
portuguese,5,-4,4,1,55,137,35,Verde.
portuguese,5,-4,4,2,55,137,35,Verde.
portuguese,6,1,6,0,190,140,32,Mostarda
portuguese,6,1,6,1,190,140,32,Ouro
portuguese,6,1,6,2,190,140,32,Ouro
portuguese,5,-1,-1,0,88,130,139,Azul.
portuguese,5,-1,-1,1,88,130,139,Azul.
portuguese,5,-1,-1,2,88,130,139,Azul claro.
portuguese,9,-6,3,0,99,250,154,Verde-claro.
portuguese,9,-6,3,1,99,250,154,Verde-claro.
portuguese,9,-6,3,2,99,250,154,Verde-claro
portuguese,2,2,-4,0,55,42,115,Azul-marinho
portuguese,2,2,-4,1,55,42,115,Azul-marinho.
portuguese,2,2,-4,2,55,42,115,Azul-marinho
portuguese,1,3,0,0,65,9,31,Vinho
portuguese,1,3,0,1,65,9,31,Vinho
portuguese,1,3,0,2,65,9,31,Vinho
portuguese,6,9,-6,0,231,17,245,Rosa.
portuguese,6,9,-6,1,231,17,245,Rosa
portuguese,6,9,-6,2,231,17,245,Rosa.
portuguese,5,6,6,0,199,55,11,Laranja.
portuguese,5,6,6,1,199,55,11,Laranja.
portuguese,5,6,6,2,199,55,11,Laranja queimado
portuguese,3,3,-4,0,83,47,123,Roxo
portuguese,3,3,-4,1,83,47,123,Roxo.
portuguese,3,3,-4,2,83,47,123,Roxo
portuguese,5,7,4,0,229,15,64,Vermelho.
portuguese,5,7,4,1,229,15,64,Vermelho.
portuguese,5,7,4,2,229,15,64,Vermelho.
portuguese,7,2,6,0,222,160,60,Laranja.
portuguese,7,2,6,1,222,160,60,Laranja.
portuguese,7,2,6,2,222,160,60,Laranja
portuguese,3,-2,3,0,48,71,6,Verde-oliva
portuguese,3,-2,3,1,48,71,6,Verde-oliva.
portuguese,3,-2,3,2,48,71,6,Verde-oliva
portuguese,8,1,4,0,230,195,121,Bege
portuguese,8,1,4,1,230,195,121,Bege.
portuguese,8,1,4,2,230,195,121,Bege
portuguese,8,-1,-2,0,165,208,238,Azul claro.
portuguese,8,-1,-2,1,165,208,238,Azul claro.
portuguese,8,-1,-2,2,165,208,238,Azul claro.
portuguese,5,3,5,0,182,101,22,Marrom.
portuguese,5,3,5,1,182,101,22,Marrom.
portuguese,5,3,5,2,182,101,22,Marrom
portuguese,5,8,0,0,240,15,131,Rosa
portuguese,5,8,0,1,240,15,131,Rosa.
portuguese,5,8,0,2,240,15,131,Rosa.
portuguese,3,0,-3,0,51,70,116,Azul-marinho.
portuguese,3,0,-3,1,51,70,116,Azul-marinho.
portuguese,3,0,-3,2,51,70,116,Azul-marinho.
portuguese,5,0,-6,0,18,119,225,Azul.
portuguese,5,0,-6,1,18,119,225,Azul.
portuguese,5,0,-6,2,18,119,225,Azul.
portuguese,5,7,2,0,222,17,81,Carmim.
portuguese,5,7,2,1,222,17,81,Rosa.
portuguese,5,7,2,2,222,17,81,Rosa.
portuguese,6,-3,-2,0,16,160,170,Turquesa
portuguese,6,-3,-2,1,16,160,170,Turquesa
portuguese,6,-3,-2,2,16,160,170,Turquesa
